time,BTCUSDT,ETHUSDT,LTCUSDT,DOTUSDT,MATICUSDT,SOLUSDT,ETCUSDT,ALGOUSDT,BNBUSDT,ADAUSDT,AVAXUSDT,SUIUSDT,NEARUSDT,HBARUSDT,APTUSDT
2020-05-13 00:00:00+00:00,167.297195,1214.63292,2317.33433,,,,3465.99,,2910.36,1154164.7,,,,,
2020-05-14 00:00:00+00:00,247.695074,2679.64221,1249.70436,,,,3848.49,,5993.37,2614386.2,,,,,
2020-05-15 00:00:00+00:00,314.061281,1128.60577,1236.26855,,,,7669.51,,4283.68,1109845.6,,,,,
2020-05-16 00:00:00+00:00,136.890462,719.27945,1925.33739,,,,13920.43,,2671.72,743991.1,,,,,
2020-05-17 00:00:00+00:00,192.143024,2852.56746,900.16981,,,,4553.23,,2005.87,633001.4,,,,,
2020-05-18 00:00:00+00:00,228.596217,1650.34598,1758.42056,,,,5711.72,,3824.73,1391511.8,,,,,
2020-05-19 00:00:00+00:00,166.998021,690.97826,723.45542,,,,2426.92,,5860.09,1873626.8,,,,,
2020-05-20 00:00:00+00:00,186.184663,1739.6047,1593.69324,,,,6252.26,,4284.9,1582118.6,,,,,
2020-05-21 00:00:00+00:00,241.577746,1030.64306,1560.18703,,,,6286.44,,7122.83,2918587.6,,,,,
2020-05-22 00:00:00+00:00,124.68715,585.34662,600.03055,,,,3717.6,,4474.92,1861482.4,,,,,
2020-05-23 00:00:00+00:00,57.329497,2884.78266,239.89258,,,,3099.8,,2305.06,1932611.2,,,,,
2020-05-24 00:00:00+00:00,189.507228,3403.36951,706.01803,,,,4709.09,,4210.01,1834710.6,,,,,
2020-05-25 00:00:00+00:00,176.878932,977.83222,571.39365,,,,5127.23,,3756.1,1849795.6,,,,,
2020-05-26 00:00:00+00:00,92.653075,558.05296,306.64151,,,,2857.53,,2708.52,1733983.9,,,,,
2020-05-27 00:00:00+00:00,109.34668,1871.2304,436.55643,,,,4442.54,,1306.82,1338005.9,,,,,
2020-05-28 00:00:00+00:00,134.297435,1086.49771,348.8109,,,,3826.95,,1746.03,6513487.8,,,,,
2020-05-29 00:00:00+00:00,74.027066,1327.91669,451.05384,,,,6255.14,,4421.57,6832680.3,,,,,
2020-05-30 00:00:00+00:00,116.297491,3113.35864,947.13276,,,,4968.33,,3966.0,7990397.8,,,,,
2020-05-31 00:00:00+00:00,93.62073,2243.54513,604.13176,,,,5812.6,,6074.74,14501423.2,,,,,
2020-06-01 00:00:00+00:00,204.162993,2143.07545,1192.24847,,,,5649.82,,6286.32,10196660.2,,,,,
2020-06-02 00:00:00+00:00,333.598459,3024.12501,2366.75625,,,,6541.19,,7669.73,6133294.8,,,,,
2020-06-03 00:00:00+00:00,78.968367,790.62301,1467.92057,,,,5262.06,,4092.23,4838476.1,,,,,
2020-06-04 00:00:00+00:00,120.887073,729.28735,950.19626,,,,2376.96,,3155.47,5126527.3,,,,,
2020-06-05 00:00:00+00:00,110.72022,666.36568,693.1825,,,,1441.05,,3127.96,2186265.1,,,,,
2020-06-06 00:00:00+00:00,74.655262,622.62104,554.90177,,,,1194.89,,4146.45,1322412.4,,,,,
2020-06-07 00:00:00+00:00,147.422656,3692.93967,2781.66371,,,,8275.06,,4547.02,3164181.9,,,,,
2020-06-08 00:00:00+00:00,78.641054,784.66995,312.86928,,,,2573.92,,1226.82,1738811.5,,,,,
2020-06-09 00:00:00+00:00,140.769326,948.75632,1572.65544,,,,2311.47,,3842.68,2221015.9,,,,,
2020-06-10 00:00:00+00:00,149.387852,1231.52079,1751.44495,,,,3944.33,,4570.06,4329406.8,,,,,
2020-06-11 00:00:00+00:00,257.614062,2590.25444,1138.00026,,,,7891.5,,5448.28,5406838.1,,,,,
2020-06-12 00:00:00+00:00,126.715209,1012.93367,996.29624,,,,3557.71,,4093.24,3702011.2,,,,,
2020-06-13 00:00:00+00:00,39.62649,244.33193,406.1116,,,,1241.03,,1491.19,815282.5,,,,,
2020-06-14 00:00:00+00:00,62.17131,382.8474,639.31496,,,,1586.34,,1032.0,454052.6,,,,,
2020-06-15 00:00:00+00:00,149.844349,1033.00326,920.81105,,,,5087.7,,3041.05,3959784.8,,,,,
2020-06-16 00:00:00+00:00,96.535418,481.28345,452.41456,,,,1488.18,,2466.39,1267624.4,,,,,
2020-06-17 00:00:00+00:00,87.384654,659.47327,1344.49045,,,,2481.65,,3312.76,2594619.2,,,,,
2020-06-18 00:00:00+00:00,49.784917,388.38015,884.82323,,,,938.47,,2665.63,2102363.0,,,,,
2020-06-19 00:00:00+00:00,77.608082,471.00207,703.52229,,,,4414.32,,2964.84,1306588.7,,,,,
2020-06-20 00:00:00+00:00,46.640534,708.07045,1213.33728,,,,1666.21,,2089.0,636244.9,,,,,
2020-06-21 00:00:00+00:00,42.988649,424.95041,235.15507,,,,967.0,,1829.77,713134.7,,,,,
2020-06-22 00:00:00+00:00,119.48478,2005.61285,489.13567,,,,852.39,,1680.01,1221790.1,,,,,
2020-06-23 00:00:00+00:00,48.806607,220.56782,663.40693,,,,1253.37,,1356.94,1235432.3,,,,,
2020-06-24 00:00:00+00:00,147.900737,2150.20899,1457.56472,,,,3099.38,,2094.43,2516322.4,,,,,
2020-06-25 00:00:00+00:00,111.484607,585.73119,335.65171,,,,1833.46,,3761.12,1238397.2,,,,,
2020-06-26 00:00:00+00:00,95.466447,701.54472,998.57745,,,,2804.3,,1005.58,581848.1,,,,,
2020-06-27 00:00:00+00:00,144.180415,595.85352,1237.13438,,,,11763.01,,2231.91,2337552.1,,,,,
2020-06-28 00:00:00+00:00,62.387264,426.55445,646.01687,,,,2926.4,,2720.48,1268801.9,,,,,
2020-06-29 00:00:00+00:00,61.122479,584.19812,1290.24589,,,,4106.2,,2065.14,1287169.2,,,,,
2020-06-30 00:00:00+00:00,52.005473,268.71509,589.55253,,,,1422.54,,1360.99,2275313.6,,,,,
2020-07-01 00:00:00+00:00,90.950834,1812.85132,355.41753,,,,3925.16,,1467.71,5021196.9,,,,,
2020-07-02 00:00:00+00:00,107.69768,1862.23477,823.57459,,,,4954.41,,5447.39,5438434.0,,,,,
2020-07-03 00:00:00+00:00,38.005977,384.68603,373.85544,,,,3548.18,,2290.49,5017333.8,,,,,
2020-07-04 00:00:00+00:00,64.979986,326.49055,474.68495,,,,1860.09,,3308.62,3288010.2,,,,,
2020-07-05 00:00:00+00:00,84.816948,2518.93379,1466.02493,,,,3198.08,,2863.42,3114620.4,,,,,
2020-07-06 00:00:00+00:00,114.066302,2060.61293,446.73693,,,,8225.92,,1596.47,3196019.6,,,,,
2020-07-07 00:00:00+00:00,52.013121,404.0706,709.01671,,,,5090.58,,19566.91,6432559.0,,,,,
2020-07-08 00:00:00+00:00,120.262634,1097.46962,1890.3854,,,,8103.86,,9007.63,18440527.3,,,,,
2020-07-09 00:00:00+00:00,68.515538,633.62036,1047.07605,,,,8442.52,,3832.52,6307135.7,,,,,
2020-07-10 00:00:00+00:00,70.074404,1590.89892,547.94784,,,,6386.02,,5914.23,6658810.1,,,,,
2020-07-11 00:00:00+00:00,28.973751,782.35434,248.51123,,,,3154.21,,4454.2,3418674.7,,,,,
2020-07-12 00:00:00+00:00,67.36077,691.31646,542.08324,,,,3118.77,,10205.36,1867237.3,,,,,
2020-07-13 00:00:00+00:00,134.614116,3442.76824,1193.21253,,,,6407.21,,12877.77,4692097.6,,,,,
2020-07-14 00:00:00+00:00,76.47142,1769.79237,527.57833,,,,1841.95,,6925.26,5262791.3,,,,,
2020-07-15 00:00:00+00:00,56.09703,1822.08772,616.82181,,,,2313.75,,5300.68,2971788.7,,,,,
2020-07-16 00:00:00+00:00,51.932473,508.66848,1515.00971,,,,6611.46,,6470.06,4971996.5,,,,,
2020-07-17 00:00:00+00:00,26.467403,269.2389,352.42417,,,,2348.97,,5071.19,1191591.0,,,,,
2020-07-18 00:00:00+00:00,33.498036,478.61053,562.93973,,,,1774.1,,4719.22,1575337.7,,,,,
2020-07-19 00:00:00+00:00,33.556284,910.86238,755.79599,,,,1544.08,,6478.17,1131749.3,,,,,
2020-07-20 00:00:00+00:00,49.3685,3077.73603,693.27553,,,,2244.17,,6398.01,1292740.1,,,,,
2020-07-21 00:00:00+00:00,137.426654,1973.55113,483.41209,,,,1184.3,,9718.21,1763768.3,,,,,
2020-07-22 00:00:00+00:00,87.148336,1173.23675,1310.41228,,,,4690.41,,6738.53,1790260.2,,,,,
